Date,Open,High,Low,Symbol,Volume
2025-07-15,3206.0,3259.39990234375,3206.0,TCS.NS,2590889
2025-07-16,3227.0,3244.89990234375,3220.60009765625,TCS.NS,2540733
2025-07-17,3224.10009765625,3242.0,3204.10009765625,TCS.NS,2947640
2025-07-18,3225.0,3228.800048828125,3187.0,TCS.NS,3432645
2025-07-21,3190.0,3197.60009765625,3152.0,TCS.NS,3844346
2025-07-22,3159.60009765625,3180.10009765625,3154.60009765625,TCS.NS,3198036
2025-07-23,3159.60009765625,3182.0,3157.60009765625,TCS.NS,1922875
2025-07-24,3165.10009765625,3173.699951171875,3140.0,TCS.NS,2934778
2025-07-25,3140.0,3156.89990234375,3125.60009765625,TCS.NS,2568917
2025-07-28,3110.0,3118.0,3069.89990234375,TCS.NS,3374473
2025-07-29,3060.0,3074.0,3041.199951171875,TCS.NS,4785312
2025-07-30,3060.0,3069.0,3047.199951171875,TCS.NS,2880121
2025-07-31,3041.699951171875,3059.800048828125,3015.0,TCS.NS,2968371
2025-08-01,3029.89990234375,3036.800048828125,3000.0,TCS.NS,2053847
2025-08-04,3009.10009765625,3079.39990234375,2991.60009765625,TCS.NS,2519252
2025-08-05,3074.39990234375,3077.5,3042.0,TCS.NS,1927996
2025-08-06,3063.0,3066.800048828125,3026.0,TCS.NS,1487081
2025-08-07,3016.0,3051.60009765625,3010.89990234375,TCS.NS,2543076
2025-08-08,3048.10009765625,3059.800048828125,3025.0,TCS.NS,2762140
2025-08-11,3036.39990234375,3049.89990234375,3021.300048828125,TCS.NS,1884215
2025-08-12,3041.0,3096.39990234375,3026.89990234375,TCS.NS,3358232
2025-08-13,3036.10009765625,3044.39990234375,3028.60009765625,TCS.NS,2148166
2025-08-14,3034.0,3055.89990234375,3019.10009765625,TCS.NS,3342174
2025-08-18,3046.5,3049.0,3003.39990234375,TCS.NS,2945609
2025-08-19,3011.199951171875,3025.0,3011.10009765625,TCS.NS,2650784
2025-08-20,3010.89990234375,3103.39990234375,3010.89990234375,TCS.NS,4952358
2025-08-21,3130.0,3130.0,3083.10009765625,TCS.NS,3230726
2025-08-22,3086.0,3095.699951171875,3050.0,TCS.NS,1593791
2025-08-25,3087.300048828125,3152.0,3077.10009765625,TCS.NS,3448370
2025-08-26,3129.0,3162.0,3120.0,TCS.NS,5521273
2025-02-27,1755.199951171875,1775.8499755859375,1751.0999755859375,INFY.NS,5757079
2025-02-28,1755.050048828125,1755.0999755859375,1682.449951171875,INFY.NS,12182167
2025-03-03,1692.300048828125,1728.5999755859375,1692.300048828125,INFY.NS,7504969
2025-03-04,1695.0,1699.0,1670.0,INFY.NS,6759673
2025-03-05,1692.449951171875,1732.949951171875,1692.449951171875,INFY.NS,8180782
2025-03-06,1715.0,1722.300048828125,1691.0999755859375,INFY.NS,10610547
2025-03-07,1703.0999755859375,1705.0,1675.5,INFY.NS,8019331
2025-03-10,1686.0,1719.0,1676.199951171875,INFY.NS,7558981
2025-03-11,1680.0,1680.0,1637.050048828125,INFY.NS,12671234
2025-03-12,1636.9000244140625,1636.9000244140625,1563.800048828125,INFY.NS,14870008
2025-03-13,1599.25,1606.050048828125,1570.300048828125,INFY.NS,7822888
2025-03-17,1545.1500244140625,1594.0,1545.1500244140625,INFY.NS,7526032
2025-03-18,1590.050048828125,1590.050048828125,1590.050048828125,INFY.NS,0
2025-03-19,1603.0,1603.0,1572.800048828125,INFY.NS,7387068
2025-03-20,1592.0,1631.9000244140625,1592.0,INFY.NS,7186750
2025-03-21,1577.949951171875,1603.9000244140625,1563.6500244140625,INFY.NS,10074677
2025-03-24,1597.949951171875,1607.0999755859375,1572.699951171875,INFY.NS,8857726
2025-03-25,1605.0,1636.1500244140625,1605.0,INFY.NS,9890140
2025-03-26,1626.0,1637.75,1595.0,INFY.NS,6651302
2025-03-27,1595.550048828125,1619.949951171875,1586.0,INFY.NS,9426573
2025-03-28,1590.0,1598.449951171875,1560.0,INFY.NS,6799047
2025-04-01,1539.25,1547.4000244140625,1517.8499755859375,INFY.NS,12680733
2025-04-02,1535.199951171875,1555.6500244140625,1535.199951171875,INFY.NS,6193478
2025-04-03,1534.6500244140625,1534.6500244140625,1485.050048828125,INFY.NS,10459504
2025-04-04,1460.5,1472.0,1448.0,INFY.NS,9590254
2025-04-07,1352.0,1405.9000244140625,1307.0,INFY.NS,21715252
2025-04-08,1431.0,1456.5,1415.0,INFY.NS,12805001
2025-04-09,1405.050048828125,1409.449951171875,1381.9000244140625,INFY.NS,8546854
2025-04-11,1411.25,1438.800048828125,1397.050048828125,INFY.NS,12567440
2025-04-15,1445.5999755859375,1447.699951171875,1409.0,INFY.NS,10178530
2025-04-16,1425.0,1427.5,1396.800048828125,INFY.NS,12022740
2025-04-17,1398.0,1429.800048828125,1378.300048828125,INFY.NS,14264227
2025-04-21,1410.0,1471.800048828125,1410.0,INFY.NS,15648970
2025-04-22,1440.0,1440.0,1419.300048828125,INFY.NS,9399738
2025-04-23,1446.0,1487.800048828125,1439.5999755859375,INFY.NS,11136642
2025-04-24,1469.9000244140625,1482.9000244140625,1461.5,INFY.NS,7114292
2025-04-25,1475.5,1501.699951171875,1463.5,INFY.NS,8329979
2025-04-28,1480.199951171875,1489.5999755859375,1465.300048828125,INFY.NS,5886253
2025-04-29,1482.0,1509.800048828125,1474.0999755859375,INFY.NS,8056743
2025-04-30,1496.800048828125,1508.800048828125,1482.5999755859375,INFY.NS,7704183
2025-05-02,1499.699951171875,1523.199951171875,1496.199951171875,INFY.NS,7402310
2025-05-05,1515.0,1523.0,1502.800048828125,INFY.NS,4282493
2025-05-06,1506.0,1515.5999755859375,1499.0999755859375,INFY.NS,4270530
2025-05-07,1500.0,1518.800048828125,1496.5999755859375,INFY.NS,5691799
2025-05-08,1508.0,1516.5,1501.199951171875,INFY.NS,8424409
2025-05-09,1500.699951171875,1511.4000244140625,1494.0999755859375,INFY.NS,4478653
2025-05-12,1537.0,1632.0,1532.0,INFY.NS,11372857
2025-05-13,1609.0,1612.199951171875,1564.5999755859375,INFY.NS,12846210
2025-05-14,1574.0,1595.0,1569.5,INFY.NS,4870057
2025-05-15,1589.800048828125,1618.5999755859375,1571.0,INFY.NS,11151167
2025-05-16,1612.5999755859375,1612.5999755859375,1581.5,INFY.NS,4576751
2025-05-19,1576.5,1585.0,1555.699951171875,INFY.NS,8855798
2025-05-20,1570.0,1583.5,1558.0,INFY.NS,7143998
2025-05-21,1567.9000244140625,1571.0,1552.0999755859375,INFY.NS,4157309
2025-05-22,1555.5,1560.800048828125,1540.0,INFY.NS,6158990
2025-05-23,1550.0,1587.199951171875,1550.0,INFY.NS,5038421
2025-05-26,1566.5999755859375,1583.800048828125,1562.699951171875,INFY.NS,3170102
2025-05-27,1579.9000244140625,1582.9000244140625,1556.4000244140625,INFY.NS,7775714
2025-05-28,1581.0,1587.699951171875,1570.0,INFY.NS,3623370
2025-05-29,1589.0,1608.9000244140625,1576.5999755859375,INFY.NS,8609500
2025-05-30,1571.0,1572.0,1555.0999755859375,INFY.NS,13148092
2025-06-02,1560.0,1560.0,1539.0,INFY.NS,4374509
2025-06-03,1559.0,1567.300048828125,1535.5999755859375,INFY.NS,6853403
2025-06-04,1543.0,1557.300048828125,1541.4000244140625,INFY.NS,4548307
2025-06-05,1547.9000244140625,1567.699951171875,1541.5999755859375,INFY.NS,6948539
2025-06-06,1554.699951171875,1568.9000244140625,1543.0999755859375,INFY.NS,3960020
2025-06-09,1578.0,1588.0,1571.0,INFY.NS,2903202
2025-06-10,1584.0,1607.5,1577.5,INFY.NS,8591925
2025-06-11,1590.0999755859375,1634.5999755859375,1590.0999755859375,INFY.NS,10597410
2025-06-12,1617.0,1628.0,1598.0999755859375,INFY.NS,10483574
2025-06-13,1576.0,1609.0,1570.199951171875,INFY.NS,6968315
2025-06-16,1600.0,1634.800048828125,1597.0999755859375,INFY.NS,5591842
2025-06-17,1620.699951171875,1647.4000244140625,1615.5999755859375,INFY.NS,7622083
2025-06-18,1621.0,1644.699951171875,1621.0,INFY.NS,5629707
2025-06-19,1623.9000244140625,1630.0,1611.5,INFY.NS,5147760
2025-06-20,1619.0,1630.699951171875,1608.9000244140625,INFY.NS,9202821
2025-06-23,1601.0,1601.0,1575.4000244140625,INFY.NS,7943676
2025-06-24,1601.0,1609.0,1576.5999755859375,INFY.NS,8083992
2025-06-25,1590.0,1619.9000244140625,1585.0999755859375,INFY.NS,7813533
2025-06-26,1608.800048828125,1624.0,1606.5999755859375,INFY.NS,6519233
2025-06-27,1619.0,1629.5999755859375,1602.4000244140625,INFY.NS,8912268
2025-06-30,1615.0,1615.0,1594.0999755859375,INFY.NS,6294505
2025-07-01,1609.0,1617.699951171875,1600.5,INFY.NS,4178937
2025-07-02,1618.0,1649.0,1603.4000244140625,INFY.NS,8653641
2025-07-03,1618.5,1632.4000244140625,1615.0,INFY.NS,5259695
2025-07-04,1625.0,1643.4000244140625,1612.300048828125,INFY.NS,4411273
2025-07-07,1640.0,1644.0,1623.0,INFY.NS,3294523
2025-07-08,1628.0,1646.199951171875,1621.5,INFY.NS,4590681
2025-07-09,1637.800048828125,1638.0,1623.5999755859375,INFY.NS,4580828
2025-07-10,1638.9000244140625,1638.9000244140625,1607.0999755859375,INFY.NS,5330179
2025-07-11,1579.0999755859375,1607.0999755859375,1563.0,INFY.NS,11391755
2025-07-14,1591.800048828125,1591.800048828125,1559.800048828125,INFY.NS,9173426
2025-07-15,1565.0999755859375,1603.5999755859375,1564.0,INFY.NS,7614807
2025-07-16,1579.0,1612.0,1578.5,INFY.NS,6223491
2025-07-17,1598.0,1610.0,1580.0999755859375,INFY.NS,7374814
2025-07-18,1592.0999755859375,1599.300048828125,1580.0,INFY.NS,5161833
2025-07-21,1580.0,1589.0,1566.800048828125,INFY.NS,3682661
2025-07-22,1565.0,1585.800048828125,1565.0,INFY.NS,8473741
2025-07-23,1576.300048828125,1591.9000244140625,1550.0,INFY.NS,8035026
2025-07-24,1580.0,1582.0,1548.199951171875,INFY.NS,14169664
2025-07-25,1543.4000244140625,1549.5,1511.300048828125,INFY.NS,10851259
2025-07-28,1513.9000244140625,1519.300048828125,1482.5,INFY.NS,6439855
2025-07-29,1512.9000244140625,1517.199951171875,1496.0999755859375,INFY.NS,7070448
2025-07-30,1519.9000244140625,1521.699951171875,1506.0,INFY.NS,5719051
2025-07-31,1509.699951171875,1527.0999755859375,1497.0,INFY.NS,6851407
2025-08-01,1493.9000244140625,1498.699951171875,1465.5,INFY.NS,8702978
2025-08-04,1461.5,1482.800048828125,1451.0,INFY.NS,8610216
2025-08-05,1478.699951171875,1478.699951171875,1455.0,INFY.NS,10213323
2025-08-06,1452.0,1456.0999755859375,1430.300048828125,INFY.NS,10566934
2025-08-07,1430.0,1442.0,1414.199951171875,INFY.NS,9892020
2025-08-08,1425.0,1433.199951171875,1417.0999755859375,INFY.NS,10048009
2025-08-11,1419.9000244140625,1433.4000244140625,1414.0,INFY.NS,6625368
2025-08-12,1428.199951171875,1441.0,1421.0,INFY.NS,9899184
2025-08-13,1425.0,1434.0,1422.4000244140625,INFY.NS,10318063
2025-08-14,1426.199951171875,1470.0,1426.199951171875,INFY.NS,12902347
2025-08-18,1464.699951171875,1464.699951171875,1429.5999755859375,INFY.NS,7254561
2025-08-19,1432.699951171875,1449.4000244140625,1432.699951171875,INFY.NS,3986094
2025-08-20,1440.699951171875,1499.0,1440.699951171875,INFY.NS,10413061
2025-08-21,1508.0,1508.0,1484.300048828125,INFY.NS,6565539
2025-08-22,1498.0999755859375,1504.300048828125,1486.0999755859375,INFY.NS,5543397
2025-08-25,1506.699951171875,1539.0,1506.699951171875,INFY.NS,10694531
2025-08-26,1523.0,1538.4000244140625,1518.5999755859375,INFY.NS,15994115
2025-02-27,841.2750244140625,855.375,841.2750244140625,HDFCBANK.NS,35786800
2025-02-28,842.5,868.625,842.5,HDFCBANK.NS,54516728
2025-03-03,869.9000244140625,871.5250244140625,847.0499877929688,HDFCBANK.NS,21205364
2025-03-04,849.0,857.1500244140625,846.625,HDFCBANK.NS,19920958
2025-03-05,850.9749755859375,855.4000244140625,844.125,HDFCBANK.NS,21583872
2025-03-06,843.5,849.9500122070312,836.125,HDFCBANK.NS,32966088
2025-03-07,841.0,850.5750122070312,838.7999877929688,HDFCBANK.NS,13372914
2025-03-10,844.5,849.9500122070312,841.5250244140625,HDFCBANK.NS,15604050
2025-03-11,841.2000122070312,847.0,835.0250244140625,HDFCBANK.NS,19898430
2025-03-12,845.7750244140625,859.25,845.7750244140625,HDFCBANK.NS,18784106
2025-03-13,858.0250244140625,860.4000244140625,850.0250244140625,HDFCBANK.NS,15736264
2025-03-17,852.5,862.0,852.5,HDFCBANK.NS,18950652
2025-03-18,855.2000122070312,855.2000122070312,855.2000122070312,HDFCBANK.NS,0
2025-03-19,867.5,875.5,866.0999755859375,HDFCBANK.NS,15221406
2025-03-20,877.0,887.0,874.6500244140625,HDFCBANK.NS,17833978
2025-03-21,877.7750244140625,887.0499877929688,877.7750244140625,HDFCBANK.NS,33508264
2025-03-24,889.5,902.2000122070312,886.8250122070312,HDFCBANK.NS,17393736
2025-03-25,902.4500122070312,921.8499755859375,900.75,HDFCBANK.NS,39101416
2025-03-26,912.5,913.75,901.0,HDFCBANK.NS,24478442
2025-03-27,900.0,920.5,899.0499877929688,HDFCBANK.NS,41658100
2025-03-28,914.5,918.0,902.9249877929688,HDFCBANK.NS,28773648
2025-04-01,901.0,904.9500122070312,882.6749877929688,HDFCBANK.NS,28511006
2025-04-02,885.3499755859375,899.5999755859375,885.3499755859375,HDFCBANK.NS,11573564
2025-04-03,890.5499877929688,902.0,888.5,HDFCBANK.NS,11250038
2025-04-04,906.5,920.9749755859375,905.5499877929688,HDFCBANK.NS,33540454
2025-04-07,881.4000244140625,889.9249877929688,869.0999755859375,HDFCBANK.NS,37995450
2025-04-08,882.5,891.0,875.1500244140625,HDFCBANK.NS,35563872
2025-04-09,882.5,887.5,876.75,HDFCBANK.NS,22454608
2025-04-11,887.375,909.7000122070312,887.375,HDFCBANK.NS,32775766
2025-04-15,932.5,938.4000244140625,927.5,HDFCBANK.NS,49298344
2025-04-16,941.9000244140625,941.9000244140625,930.25,HDFCBANK.NS,19136820
2025-04-17,941.0,959.8499755859375,938.3499755859375,HDFCBANK.NS,35703084
2025-04-21,962.0,975.3499755859375,955.0,HDFCBANK.NS,34247298
2025-04-22,967.5,985.2999877929688,967.5,HDFCBANK.NS,45961750
2025-04-23,989.4500122070312,989.4500122070312,960.25,HDFCBANK.NS,30570642
2025-04-24,955.0,961.9500122070312,952.5499877929688,HDFCBANK.NS,25931754
2025-04-25,962.4000244140625,966.5,945.9000244140625,HDFCBANK.NS,18500878
2025-04-28,955.5999755859375,964.8499755859375,954.2000122070312,HDFCBANK.NS,13920492
2025-04-29,959.4000244140625,964.4000244140625,950.0999755859375,HDFCBANK.NS,18918308
2025-04-30,956.5,968.4500122070312,955.1500244140625,HDFCBANK.NS,31936870
2025-05-02,964.9000244140625,970.9500122070312,960.0,HDFCBANK.NS,17840404
2025-05-05,969.5,976.0,966.1500244140625,HDFCBANK.NS,15068024
2025-05-06,965.0,970.0499877929688,962.1500244140625,HDFCBANK.NS,17490156
2025-05-07,967.0,974.3499755859375,961.2000122070312,HDFCBANK.NS,21420778
2025-05-08,977.4000244140625,977.4000244140625,959.5499877929688,HDFCBANK.NS,34803430
2025-05-09,955.0499877929688,959.5,943.4000244140625,HDFCBANK.NS,17188796
2025-05-12,958.7999877929688,979.9500122070312,956.1500244140625,HDFCBANK.NS,18618972
2025-05-13,975.0,980.8499755859375,960.0,HDFCBANK.NS,24242102
2025-05-14,961.0499877929688,965.0999755859375,951.5,HDFCBANK.NS,15445308
2025-05-15,956.75,972.4000244140625,948.5,HDFCBANK.NS,32241458
2025-05-16,966.9000244140625,971.9000244140625,964.2000122070312,HDFCBANK.NS,15868010
2025-05-19,968.5,972.5,965.5,HDFCBANK.NS,10202964
2025-05-20,964.0499877929688,967.2999877929688,956.5,HDFCBANK.NS,23879090
2025-05-21,963.5,973.4500122070312,960.5499877929688,HDFCBANK.NS,15132040
2025-05-22,957.5999755859375,962.0999755859375,952.5999755859375,HDFCBANK.NS,21306670
2025-05-23,960.0499877929688,968.5,957.25,HDFCBANK.NS,9566072
2025-05-26,967.5,974.9500122070312,963.4500122070312,HDFCBANK.NS,10802860
2025-05-27,965.7999877929688,974.0,958.1500244140625,HDFCBANK.NS,26162148
2025-05-28,960.0999755859375,967.25,958.8499755859375,HDFCBANK.NS,18157594
2025-05-29,964.0,970.4000244140625,953.6500244140625,HDFCBANK.NS,28917794
2025-05-30,965.9500122070312,974.4000244140625,962.7000122070312,HDFCBANK.NS,28748078
2025-06-02,965.0499877929688,968.0,954.0,HDFCBANK.NS,14668822
2025-06-03,969.0,976.0,960.0,HDFCBANK.NS,24377584
2025-06-04,960.5,971.6500244140625,960.4500122070312,HDFCBANK.NS,12961542
2025-06-05,974.0,979.4500122070312,970.0999755859375,HDFCBANK.NS,22255418
2025-06-06,972.0,998.1500244140625,971.3499755859375,HDFCBANK.NS,30127008
2025-06-09,997.5,997.5,987.9500122070312,HDFCBANK.NS,13202588
2025-06-10,991.4000244140625,991.4000244140625,980.5499877929688,HDFCBANK.NS,15533126
2025-06-11,983.7999877929688,983.7999877929688,973.5,HDFCBANK.NS,11096394
2025-06-12,975.0,980.5,967.6500244140625,HDFCBANK.NS,16349130
2025-06-13,960.0,966.5,956.5,HDFCBANK.NS,12117762
2025-06-16,962.0,969.4500122070312,960.0499877929688,HDFCBANK.NS,16513746
2025-06-17,968.5,970.7999877929688,959.5499877929688,HDFCBANK.NS,16978736
2025-06-18,958.5,968.1500244140625,958.5,HDFCBANK.NS,18433816
2025-06-19,966.9500122070312,973.4000244140625,962.7999877929688,HDFCBANK.NS,16876220
2025-06-20,965.7999877929688,984.9500122070312,965.7999877929688,HDFCBANK.NS,32900408
2025-06-23,974.2000122070312,978.9500122070312,970.9000244140625,HDFCBANK.NS,11739518
2025-06-24,982.5,989.5,977.7999877929688,HDFCBANK.NS,22625322
2025-06-25,983.0,991.0,981.9500122070312,HDFCBANK.NS,18405932
2025-06-26,990.7000122070312,1013.5499877929688,990.0,HDFCBANK.NS,50084830
2025-06-27,1006.5,1009.9000244140625,996.7000122070312,HDFCBANK.NS,28213384
2025-06-30,1005.75,1006.9000244140625,997.75,HDFCBANK.NS,13649020
2025-07-01,1002.5,1008.0,1002.0,HDFCBANK.NS,14389386
2025-07-02,1009.9500122070312,1009.9500122070312,988.9500122070312,HDFCBANK.NS,18878250
2025-07-03,997.4500122070312,1004.0,992.1500244140625,HDFCBANK.NS,16860506
2025-07-04,993.5499877929688,1001.75,990.0,HDFCBANK.NS,7863944
2025-07-07,994.5,999.2000122070312,991.9000244140625,HDFCBANK.NS,11349426
2025-07-08,988.5,1002.5,988.5,HDFCBANK.NS,15224316
2025-07-09,1003.5,1006.9000244140625,999.0499877929688,HDFCBANK.NS,13861428
2025-07-10,1008.0,1008.5,1000.0,HDFCBANK.NS,17030310
2025-07-11,999.0,1002.4000244140625,990.4500122070312,HDFCBANK.NS,12516922
2025-07-14,991.5,994.3499755859375,985.2999877929688,HDFCBANK.NS,13088850
2025-07-15,986.5,1001.7999877929688,986.5,HDFCBANK.NS,14498168
2025-07-16,1009.0,1011.3499755859375,996.2999877929688,HDFCBANK.NS,17994612
2025-07-17,1002.0,1002.4000244140625,991.3499755859375,HDFCBANK.NS,22529158
2025-07-18,993.4500122070312,998.5,976.5,HDFCBANK.NS,16129446
2025-07-21,989.0999755859375,1001.0,988.25,HDFCBANK.NS,22309078
2025-07-22,1006.5499877929688,1009.0,1001.5,HDFCBANK.NS,14836814
2025-07-23,1005.5,1014.9000244140625,1001.5,HDFCBANK.NS,13634916
2025-07-24,1018.8499755859375,1018.8499755859375,1004.2000122070312,HDFCBANK.NS,19107176
2025-07-25,1007.5,1007.5,999.5,HDFCBANK.NS,9306598
2025-07-28,1001.5,1010.7000122070312,1000.25,HDFCBANK.NS,12059580
2025-07-29,999.9500122070312,1013.25,998.1500244140625,HDFCBANK.NS,19895696
2025-07-30,1014.0,1016.2999877929688,1008.5,HDFCBANK.NS,15154036
2025-07-31,1007.2999877929688,1015.7000122070312,1004.0,HDFCBANK.NS,22183032
2025-08-01,1007.0,1014.1500244140625,1004.6500244140625,HDFCBANK.NS,11317258
2025-08-04,1005.0499877929688,1009.25,994.0499877929688,HDFCBANK.NS,13933946
2025-08-05,993.25,997.2000122070312,982.75,HDFCBANK.NS,23978058
2025-08-06,985.5499877929688,994.0,985.0,HDFCBANK.NS,14080204
2025-08-07,990.0499877929688,1000.7999877929688,988.4000244140625,HDFCBANK.NS,13081186
2025-08-08,993.5499877929688,996.4000244140625,985.0,HDFCBANK.NS,13895264
2025-08-11,987.9500122070312,998.7999877929688,986.5499877929688,HDFCBANK.NS,9105854
